System_Name,source_id_1,ra_1,dec_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,parallax_1,parallax_error_1,phot_g_mean_mag_1,phot_g_mean_flux_1,phot_g_mean_flux_error_1,phot_bp_mean_mag_1,phot_bp_mean_flux_1,phot_bp_mean_flux_error_1,phot_rp_mean_mag_1,phot_rp_mean_flux_1,phot_rp_mean_flux_error_1,u_sdss_1,g_sdss_1,r_sdss_1,i_sdss_1,z_sdss_1,e_u_sdss_1,e_g_sdss_1,e_r_sdss_1,e_i_sdss_1,e_z_sdss_1,u_smap_1,v_smap_1,g_smap_1,r_smap_1,i_smap_1,z_smap_1,e_u_smap_1,e_v_smap_1,e_g_smap_1,e_r_smap_1,e_i_smap_1,e_z_smap_1,g_pstarr_1,r_pstarr_1,i_pstarr_1,z_pstarr_1,y_pstarr_1,e_g_pstarr_1,e_r_pstarr_1,e_i_pstarr_1,e_z_pstarr_1,e_y_pstarr_1,j_tmass_1,h_tmass_1,ks_tmass_1,e_j_tmass_1,e_h_tmass_1,e_ks_tmass_1,LoggH_1,e_LoggH_upper_1,e_LoggH_lower_1,TeffH_1,e_TeffH_upper_1,e_TeffH_lower_1,MassH_1,e_MassH_upper_1,e_MassH_lower_1,cool_ageH_1,e_cool_ageH_upper_1,e_cool_ageH_lower_1,init_mass_1,e_init_mass_upper_1,e_init_mass_lower_1,tot_age_1,e_tot_age_upper_1,e_tot_age_lower_1,sp_type_1,sp_type_source_1,source_id_2,ra_2,dec_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,parallax_2,parallax_error_2,phot_g_mean_mag_2,phot_g_mean_flux_2,phot_g_mean_flux_error_2,phot_bp_mean_mag_2,phot_bp_mean_flux_2,phot_bp_mean_flux_error_2,phot_rp_mean_mag_2,phot_rp_mean_flux_2,phot_rp_mean_flux_error_2,u_sdss_2,g_sdss_2,r_sdss_2,i_sdss_2,z_sdss_2,e_u_sdss_2,e_g_sdss_2,e_r_sdss_2,e_i_sdss_2,e_z_sdss_2,u_smap_2,v_smap_2,g_smap_2,r_smap_2,i_smap_2,z_smap_2,e_u_smap_2,e_v_smap_2,e_g_smap_2,e_r_smap_2,e_i_smap_2,e_z_smap_2,g_pstarr_2,r_pstarr_2,i_pstarr_2,z_pstarr_2,y_pstarr_2,e_g_pstarr_2,e_r_pstarr_2,e_i_pstarr_2,e_z_pstarr_2,e_y_pstarr_2,j_tmass_2,h_tmass_2,ks_tmass_2,e_j_tmass_2,e_h_tmass_2,e_ks_tmass_2,LoggH_2,e_LoggH_upper_2,e_LoggH_lower_2,TeffH_2,e_TeffH_upper_2,e_TeffH_lower_2,MassH_2,e_MassH_upper_2,e_MassH_lower_2,cool_ageH_2,e_cool_ageH_upper_2,e_cool_ageH_lower_2,init_mass_2,e_init_mass_upper_2,e_init_mass_lower_2,tot_age_2,e_tot_age_upper_2,e_tot_age_lower_2,sp_type_2,sp_type_source_2,sep_AU,wtd_par,e_wtd_par,R_chance_align
WDWD Gaia EDR3 2616210922414728960,2616210918121365760,335.6523649,-8.4685027,5.918,0.093,-37.718,0.075,9.074,0.085,17.1928,2499.36,7.82,17.2189,1769.58,21.78,17.2148,1030.95,15.63,17.5508,17.0747,17.3143,17.4668,17.6999,0.0113,0.0044,0.0054,0.0066,0.0217,,,,17.2320,17.4679,17.6911,,,,0.0189,0.0271,0.0317,17.15680,17.28290,17.49690,17.68770,17.79800,0.00790,0.00644,0.00461,0.01001,0.01000,,,,,,,8.142,0.038,0.038,11806,198,214,0.691,0.016,0.016,0.5002,0.0078,0.0069,2.861,0.126,0.132,1.0273,0.0775,0.0645,DA,2014MNRAS.440.3184B,2616210922414728960,335.6512934,-8.4690418,5.801,0.075,-36.650,0.055,9.050,0.062,16.5441,4542.60,4.90,16.5212,3364.52,16.20,16.6695,1703.50,13.80,16.6805,16.3868,16.6828,16.9377,17.2008,0.0072,0.0036,0.0044,0.0053,0.0153,,,,,,,,,,,,,16.41950,16.68730,16.96600,17.20340,17.36910,0.00274,0.00358,0.00303,0.00467,0.00775,,,,,,,8.045,0.038,0.038,15602,276,273,0.640,0.014,0.014,0.1937,0.0042,0.0042,2.212,0.234,0.278,1.2890,0.3143,0.2679,DA,2014MNRAS.440.3184B,472.5768732,9.059,0.050,2.960881748184456e-07
WDWD Gaia EDR3 2622419104367396736,2622419104367396736,336.8659204,-7.2175652,-6.992,0.276,5.192,0.258,2.694,0.278,19.0125,467.68,1.51,18.9985,343.58,9.95,19.1760,169.34,8.11,19.1033,18.8796,19.1219,19.4059,19.7268,0.0308,0.0097,0.0147,0.0240,0.1015,19.1311,19.0531,18.9046,19.0802,19.4537,,0.0385,0.0475,0.0246,0.0076,0.0358,,18.88020,19.14430,19.40840,19.62180,19.64500,0.00693,0.00481,0.00714,0.02700,0.09408,,,,,,,7.922,0.086,0.086,16153,989,1050,0.571,0.048,0.050,0.1364,0.0110,0.0119,0.900,0.718,0.437,16.6456,98.1583,14.2465,,,2622419108662483200,336.8669578,-7.2183055,-6.097,0.328,5.095,0.309,2.637,0.334,19.2705,368.76,1.26,19.2872,263.36,8.51,19.3226,147.95,8.19,19.5092,19.1951,19.3665,19.6277,19.8871,0.0415,0.0117,0.0174,0.0286,0.1163,,,,,,,,,,,,,19.17490,19.38480,19.62010,19.76500,19.86200,0.00864,0.00721,0.00908,0.03913,0.02960,,,,,,,7.877,0.124,0.117,13621,1231,1275,0.541,0.067,0.068,0.2261,0.0233,0.0294,0.635,0.655,0.589,53.7076,nan,48.7284,,,1709.0364342,2.671,0.213,0.0007943678035062927
WDWD Gaia EDR3 2625268969787422208,2625268866708201856,340.4306533,-3.6308311,35.043,1.111,28.552,0.948,6.494,1.148,20.6085,107.54,1.08,20.6774,73.19,10.92,19.9539,82.72,14.33,21.5121,20.8522,20.6373,20.5628,21.1375,0.1447,0.0292,0.0350,0.0477,0.2919,,,,,,,,,,,,,20.81780,20.66590,20.58060,20.59930,,0.01976,0.03937,0.01393,0.03223,,,,,,,,8.546,0.154,0.168,7181,504,654,0.945,0.102,0.105,3.9395,0.2476,0.2114,4.837,1.298,1.176,4.0640,0.2818,0.2181,,,2625268969787422208,340.4191843,-3.6113872,35.441,1.127,29.360,0.833,4.481,0.883,20.5101,117.74,1.13,20.3801,96.24,9.69,19.9259,84.88,10.42,21.4406,20.8373,20.5163,20.3617,20.2948,0.1338,0.0287,0.0318,0.0404,0.1425,,,,,,,,,,,,,20.70140,20.51130,20.39140,20.31950,,0.04058,0.02090,0.01441,0.02431,,,,,,,,8.194,0.169,0.157,6488,362,414,0.711,0.108,0.105,2.8576,0.5724,0.5813,3.018,0.548,1.743,3.3070,4.5260,0.6059,,,15533.3865240,5.229,0.700,0.01963882380461591
WDWD Gaia EDR3 2629899631727265280,2629899631727265920,336.4308864,-1.2333078,-100.944,0.363,-23.515,0.351,12.992,0.336,19.2110,389.55,1.26,19.9342,145.12,11.37,18.6509,274.66,6.28,21.6129,19.9053,19.1408,18.8833,18.7414,0.1403,0.0165,0.0122,0.0133,0.0357,,,,,,,,,,,,,19.77650,19.14740,18.90530,18.81520,18.76120,0.01181,0.00664,0.00594,0.00794,0.02526,,,,,,,7.902,0.038,0.038,4939,59,59,0.521,0.020,0.019,4.9915,0.1945,0.1884,0.461,0.172,0.166,120.4446,281.5270,61.5911,DA,2020ApJ...898...84K,2629899631727265280,336.4273234,-1.2349274,-100.930,0.165,-26.960,0.156,13.367,0.165,18.1262,1057.94,1.78,18.5453,521.53,14.81,17.6353,699.89,13.80,19.6880,18.5831,18.1062,17.9314,17.9232,0.0331,0.0079,0.0073,0.0079,0.0196,,19.2224,18.4057,18.1382,17.9471,17.9078,,0.0462,0.0156,0.0077,0.0081,0.0127,18.49660,18.11600,17.95090,17.90400,17.90840,0.00647,0.00652,0.00454,0.00573,0.00744,16.763,15.949,15.798,0.128,0.000,0.251,7.533,0.038,0.038,5611,67,67,0.347,0.010,0.010,1.5394,0.0253,0.0253,-1.047,0.087,0.086,nan,nan,nan,DA,2020ApJ...898...84K,1059.6470755,13.294,0.148,0.0001120609785408573
WDWD Gaia EDR3 263367708123833472,263367708123833472,82.5816908,53.6021492,-1.278,0.771,0.356,0.736,15.089,0.807,19.2099,389.93,3.67,19.2305,277.48,7.99,17.8435,577.76,11.56,,,,,,,,,,,,,,,,,,,,,,,19.53490,18.67040,18.26760,18.06590,17.96490,0.00724,0.01190,0.00542,0.01105,0.01953,,,,,,,7.169,0.073,0.108,4247,144,99,0.207,0.007,0.033,2.5275,0.5698,0.2091,-2.265,0.063,0.284,nan,nan,nan,,,263153406435593856,82.4836764,53.0865843,-2.416,1.545,2.715,1.375,18.717,1.798,19.4605,309.57,7.65,19.7630,169.91,41.93,18.0038,498.46,19.29,,,,,,,,,,,,,,,,,,,,,,,20.19890,19.05020,18.47280,18.17080,17.98090,0.01355,0.00809,0.00474,0.00951,0.01471,,,,,,,7.034,0.038,0.038,3520,58,85,0.200,0.001,0.001,0.6945,0.6945,0.4650,-2.327,0.009,0.009,nan,nan,nan,,,119002.6769156,15.697,0.736,1.0
WDWD Gaia EDR3 2634003146560869248,2634003146560869248,349.9107966,-3.9765014,-55.394,0.211,-140.731,0.213,9.464,0.192,18.5552,712.63,1.41,18.7255,441.81,12.95,18.4139,341.66,12.19,19.1901,18.6903,18.6136,18.5864,18.6527,0.0352,0.0089,0.0101,0.0143,0.0451,,,18.6597,18.5785,18.6164,18.7565,,,0.0140,0.0234,0.0123,0.0142,18.69510,18.58160,18.60090,18.66980,18.71660,0.00970,0.00371,0.00474,0.01138,0.01360,,,,,,,8.253,0.038,0.038,7831,117,122,0.753,0.022,0.022,1.7619,0.0428,0.0732,3.253,0.121,0.112,2.1245,0.0582,0.0823,,,2634002940402436480,349.9129263,-3.9833563,-54.988,0.388,-138.961,0.356,9.453,0.433,19.5542,283.96,0.97,19.9802,139.10,10.50,19.0593,188.55,15.99,20.9584,19.9928,19.5787,19.3718,19.3572,0.1262,0.0202,0.0189,0.0257,0.0808,,,19.8592,19.5161,19.2727,,,,0.0118,0.0297,0.0194,,19.94620,19.55190,19.36070,19.35620,19.21720,0.01001,0.00896,0.00897,0.02624,0.03129,,,,,,,8.084,0.039,0.038,5674,68,69,0.638,0.025,0.023,3.4648,0.2191,0.1956,2.163,0.405,0.702,4.6345,1.9850,0.4912,,,2730.4758615,9.462,0.176,9.21445053431052e-07
WDWD Gaia EDR3 2634608741244966016,2634608741244966016,346.0799701,-7.0244716,240.421,0.097,-224.484,0.080,18.234,0.093,17.0730,2790.81,3.37,17.2007,1799.47,23.91,16.8267,1473.88,11.69,17.6228,17.1947,17.1029,17.1267,17.2100,0.0122,0.0044,0.0050,0.0056,0.0144,17.5904,17.5211,17.1648,17.1078,17.1639,17.2463,0.0342,0.0071,0.0072,0.0087,0.0053,0.0069,17.19570,17.11510,17.16310,17.26250,17.36970,0.00383,0.00303,0.00334,0.00400,0.02729,,,,,,,8.290,0.038,0.038,8071,97,97,0.778,0.014,0.014,1.7582,0.0380,0.0362,3.387,0.065,0.080,2.0792,0.0453,0.0396,DC,1999ApJS..121....1M,2634608741244388096,346.0823042,-7.0315090,240.012,0.345,-225.269,0.281,18.582,0.310,19.0287,460.76,1.47,19.6266,192.66,6.92,18.2754,388.16,10.90,22.1622,19.9733,18.9562,18.5882,18.4489,0.3004,0.0174,0.0117,0.0116,0.0356,,,,,,,,,,,,,19.78010,18.94110,18.59580,18.44230,18.39850,0.01860,0.00973,0.00849,0.00414,0.04004,,,,,,,7.819,0.038,0.038,4368,52,52,0.472,0.017,0.018,6.5523,0.2456,0.2665,0.033,0.144,0.158,nan,nan,nan,DC,1999ApJS..121....1M,1460.4809638,18.262,0.089,8.381953047883255e-07
WDWD Gaia EDR3 2638514545852367360,2638514545852367360,347.3860500,-1.6665839,-10.007,0.236,13.210,0.215,5.429,0.217,18.8170,559.94,1.34,18.8564,391.63,11.37,18.6653,271.05,8.78,19.0351,18.8604,18.9348,19.0549,19.2727,0.0243,0.0091,0.0111,0.0164,0.0568,19.1682,19.0244,,18.9748,19.1011,19.0719,0.0216,0.0193,,0.1306,0.0174,0.0250,18.83680,18.91110,19.04680,19.21090,19.26460,0.00733,0.00497,0.00716,0.01709,0.05215,,,,,,,8.271,0.053,0.049,10609,297,314,0.771,0.035,0.033,0.8016,0.0123,0.0131,3.345,0.166,0.174,1.1357,0.0575,0.0447,,,2638514545848899328,347.3868640,-1.6670950,-10.448,0.321,13.726,0.285,5.385,0.288,19.3794,333.57,1.00,19.4886,218.77,7.57,19.0936,182.69,10.91,20.0313,19.5997,19.4625,19.4680,19.5122,0.0473,0.0141,0.0154,0.0220,0.0695,,,,,19.4923,,,,,,0.0203,,19.51100,19.42450,19.45250,19.48680,19.45960,0.01216,0.01267,0.01184,0.01504,0.04524,,,,,,,7.944,0.064,0.063,7724,192,198,0.561,0.037,0.038,1.1292,0.0276,0.0305,0.808,0.346,0.326,25.0702,80.8587,17.0283,,,639.0663070,5.413,0.173,0.00013684776655614503
WDWD Gaia EDR3 2644149993913188352,2644149993913188224,351.7456512,-0.3945207,55.664,0.375,-27.756,0.222,7.710,0.293,19.2104,389.75,1.22,19.3828,241.15,6.51,18.9733,204.09,9.03,19.8186,19.3575,19.2250,19.2300,19.2584,0.0318,0.0110,0.0121,0.0149,0.0490,,,19.3298,19.2331,19.2901,19.2291,,,0.0064,0.0168,0.0147,0.0698,19.32230,19.24300,19.22680,19.29250,19.31050,0.00796,0.01650,0.00799,0.02526,0.03532,,,,,,,8.427,0.038,0.038,7600,99,101,0.868,0.018,0.019,2.9961,0.0536,0.0520,3.797,0.180,0.094,3.2296,0.0565,0.0586,DA,2013ApJS..204....5K,2644149993913188352,351.7470476,-0.3967783,57.450,0.127,-27.757,0.080,8.527,0.104,17.5182,1852.18,2.45,17.5848,1263.23,15.93,17.4609,821.87,11.82,17.9604,17.5135,17.6012,17.7370,17.9202,0.0120,0.0053,0.0067,0.0074,0.0187,18.0186,17.9693,17.4745,17.5706,17.7721,17.9563,0.0183,0.0073,0.0053,0.0043,0.0116,0.0113,17.49440,17.59790,17.74270,17.92070,18.01520,0.00343,0.00368,0.00414,0.00542,0.02179,,,,,,,7.980,0.038,0.038,10055,134,136,0.588,0.018,0.017,0.6081,0.0054,0.0055,1.045,0.221,0.151,10.3867,7.1480,4.7220,DA,2011ApJ...730..128T,1132.8972914,8.435,0.098,0.0001407489016457131
WDWD Gaia EDR3 2645295921252503424,2645295921252503424,350.3134624,1.0355488,-104.998,0.267,-248.714,0.289,16.566,0.270,18.8414,547.50,1.40,19.1254,305.67,12.17,18.3927,348.40,10.72,20.5179,19.2923,18.8214,18.6489,18.5236,0.0559,0.0107,0.0098,0.0115,0.0330,,,19.1765,18.8551,18.6697,18.6954,,,0.0078,0.0140,0.0077,0.0299,19.21700,18.81500,18.64250,18.58400,18.61310,0.02343,0.01235,0.00397,0.00204,0.01894,,,,,,,8.413,0.038,0.038,5643,68,68,0.854,0.015,0.014,6.3157,0.1054,0.1056,3.726,0.073,0.066,6.5626,0.1062,0.1065,DA,2020ApJ...898...84K,2645295955612242688,350.3149464,1.0390470,-104.747,0.270,-251.384,0.285,16.378,0.295,18.9948,475.37,1.33,19.5075,215.00,10.69,18.2985,379.96,11.38,21.4825,19.7685,18.9509,18.6340,18.4321,0.1122,0.0140,0.0105,0.0115,0.0307,,,19.5488,18.9999,18.6234,18.5044,,,0.0093,0.0097,0.0106,0.0140,19.69520,18.97330,18.65010,18.52300,18.52150,0.01932,0.02154,0.00677,0.00124,0.04615,,,,,,,7.902,0.038,0.038,4700,56,56,0.520,0.017,0.018,6.1718,0.1570,0.1627,0.450,0.151,0.157,127.1976,288.4331,57.8314,DA,2020ApJ...898...84K,830.0292734,16.481,0.199,3.651543762578846e-06
WDWD Gaia EDR3 2645720886790968832,2645720886790968832,350.7542372,1.6321438,11.207,0.245,-26.400,0.218,4.472,0.246,18.5062,745.55,2.22,17.9782,879.32,22.35,17.9929,503.50,16.63,18.1242,17.7009,17.9773,18.1166,18.3675,0.0141,0.0055,0.0071,0.0089,0.0305,18.3622,18.2406,17.7608,17.9274,18.2701,18.4601,0.0304,0.0111,0.0109,0.0203,0.0177,0.0169,,,,,,,,,,,,,,,,,7.459,0.101,0.089,11135,608,732,0.347,0.037,0.036,0.2350,0.0182,0.0112,-1.053,0.321,0.316,nan,nan,nan,,,2645720882496091648,350.7542931,1.6324504,11.048,0.400,-26.965,0.255,3.773,0.442,18.5987,684.65,2.11,18.4082,591.76,205.42,18.2687,390.56,104.05,18.1242,17.7009,17.9773,18.1166,18.3675,0.0141,0.0055,0.0071,0.0089,0.0305,18.3622,18.2406,17.7608,17.9274,18.2701,18.4601,0.0304,0.0111,0.0109,0.0203,0.0177,0.0169,,,,,,,,,,,,,,,,,7.423,0.133,0.121,10696,678,809,0.332,0.046,0.048,0.2509,0.0162,0.0107,-1.179,0.396,0.416,nan,nan,nan,,,260.5050736,4.307,0.215,2.255011069667834e-06
WDWD Gaia EDR3 2653032982713485952,2653032982713485952,339.3773183,-0.7983848,2.782,0.632,-55.803,0.428,6.694,0.381,19.5681,280.35,1.39,19.4471,227.28,26.24,18.9009,218.18,15.27,20.2982,19.7604,19.6544,19.8099,19.7016,0.0543,0.0149,0.0174,0.0262,0.0828,,19.5084,19.1246,18.9976,18.9863,19.0904,,0.0398,0.0156,0.0129,0.0221,0.0726,,,,,,,,,,,,,,,,,8.317,0.063,0.069,7632,206,236,0.795,0.042,0.046,2.2837,0.1878,0.1891,3.466,0.177,0.236,2.5855,0.1997,0.1931,,,2653032978419246208,339.3773799,-0.7987728,1.912,0.623,-55.155,0.424,6.984,0.414,19.6735,254.42,1.43,20.1755,116.20,80.67,19.0777,185.39,38.07,20.6987,20.0693,19.7243,19.5043,19.6121,0.0766,0.0187,0.0185,0.0210,0.0775,,19.5084,19.1246,18.9976,18.9863,19.0904,,0.0398,0.0156,0.0129,0.0221,0.0726,,,,,,,,,,,,,,,,,7.903,0.069,0.063,6383,126,133,0.533,0.038,0.037,1.7229,0.0752,0.0789,0.567,0.333,0.320,72.8256,683.7206,54.6098,DA,2013ApJS..204....5K,207.1095369,6.827,0.280,3.959882995905908e-06
WDWD Gaia EDR3 2664365374183501312,2664365301168573824,349.2091010,6.6898479,53.294,0.233,-1.712,0.181,9.682,0.263,18.6096,677.83,1.60,18.6995,452.49,14.88,18.3739,354.47,10.73,19.2302,18.7880,18.6715,18.6711,18.7459,0.0294,0.0096,0.0100,0.0122,0.0353,,,,,,,,,,,,,18.73730,18.64130,18.66990,18.72130,18.76300,0.01847,0.00619,0.00610,0.00717,0.01595,,,,,,,8.366,0.038,0.038,7990,96,97,0.828,0.017,0.018,2.2314,0.0669,0.0718,3.603,0.083,0.072,2.5015,0.0689,0.0735,,,2664365374183501312,349.2095880,6.6912320,56.269,0.064,1.366,0.049,9.968,0.066,16.0791,6971.30,5.57,16.0211,5332.95,16.24,16.2207,2575.69,14.37,16.0553,15.8968,16.2396,16.5218,16.8101,0.0055,0.0038,0.0046,0.0049,0.0101,,,,,,,,,,,,,15.94750,16.23560,16.52690,16.76370,16.92690,0.00550,0.00277,0.00271,0.00589,0.00567,16.416,17.118,15.693,0.131,0.000,0.000,8.044,0.038,0.038,18612,346,376,0.646,0.014,0.015,0.1017,0.0028,0.0027,2.314,0.233,0.270,1.0699,0.3920,0.2297,DA,2011ApJ...743..138G,530.4271305,9.951,0.064,2.2702272557267605e-07
WDWD Gaia EDR3 267076498285432448,267076498285432448,77.5273625,54.4282998,14.596,0.517,13.875,0.470,8.429,0.602,19.8849,209.40,0.89,20.1253,121.70,3.66,19.7270,101.94,5.75,,,,,,,,,,,,,,,,,,,,,,,20.05710,19.93150,19.90370,19.88810,19.84800,0.02631,0.01445,0.01623,0.01966,0.09732,,,,,,,8.746,0.105,0.103,7385,428,484,1.066,0.062,0.056,4.3290,0.3613,0.2930,6.332,0.620,0.703,4.3949,0.3618,0.2933,,,267076493989512832,77.5262360,54.4288410,12.533,0.778,11.801,0.798,8.519,0.948,20.3582,135.41,0.86,20.9065,59.27,5.51,19.9377,83.96,6.12,,,,,,,,,,,,,,,,,,,,,,,20.86930,20.29450,20.09740,19.98650,19.78360,0.03238,0.02370,0.02122,0.04359,0.05103,,,,,,,8.125,0.131,0.130,5133,197,212,0.659,0.083,0.087,6.5350,0.4531,0.3362,2.521,0.674,1.617,7.2923,15.4982,0.5048,,,361.8834713,8.455,0.508,1.2051182512312475e-09
WDWD Gaia EDR3 2676567307551465088,2676567307551465088,329.6626541,-2.6546894,-92.591,0.119,-27.469,0.093,35.670,0.104,17.0942,2737.01,2.51,17.5928,1254.03,12.28,16.4369,2110.64,11.19,19.5627,17.8129,17.0559,16.7731,16.6445,0.0322,0.0059,0.0055,0.0059,0.0090,,,17.4994,17.0512,16.7748,16.6652,,,0.0374,0.0165,0.0167,0.0072,17.70650,17.06170,16.79240,16.71110,16.65040,0.00369,0.00194,0.00185,0.00266,0.00684,15.816,15.652,15.247,0.068,0.147,0.159,7.866,0.038,0.038,4865,58,58,0.501,0.008,0.008,4.9934,0.1113,0.1019,0.285,0.068,0.066,474.8471,518.2446,370.0763,,,2676566272464334720,329.6959590,-2.6735671,-91.381,0.119,-26.218,0.095,35.740,0.114,17.1499,2600.03,2.61,17.6903,1146.34,12.65,16.4734,2040.78,13.39,19.6960,17.8987,17.1143,16.8221,16.6966,0.0385,0.0061,0.0056,0.0057,0.0096,,,17.5455,17.1204,16.8012,16.7147,,,0.0191,0.0272,0.0228,0.0194,17.79110,17.11140,16.83430,16.73610,16.68740,0.00205,0.00615,0.00225,0.00258,0.00494,15.827,15.657,15.111,0.068,0.155,0.151,7.857,0.038,0.038,4801,58,58,0.495,0.008,0.008,5.2254,0.1262,0.1211,0.236,0.068,0.070,849.9305,741.7976,514.5308,DC,2020MNRAS.497..130T,3857.1076403,35.702,0.077,0.0004347468045454887
WDWD Gaia EDR3 26787543521582976,26787543521582976,39.2677353,13.2436483,0.755,0.820,0.496,0.717,9.570,0.736,20.1898,158.14,1.08,20.3061,103.03,12.86,19.5916,115.48,8.49,,,,,,,,,,,,,,,,,,,,,,,20.81590,20.09820,19.83650,19.69080,19.73740,0.05413,0.01289,0.01477,0.03572,0.02185,,,,,,,8.084,0.132,0.132,4971,190,205,0.631,0.082,0.087,7.0705,0.7537,0.3765,2.050,0.983,1.388,8.4195,45.0463,0.9808,,,26787539226556416,39.2630199,13.2443027,-1.768,1.052,-0.905,0.888,9.711,1.027,20.3383,137.91,1.39,20.9071,59.24,6.75,19.5322,121.97,13.82,,,,,,,,,,,,,,,,,,,,,,,21.10540,20.32350,19.93790,19.82650,19.82910,0.03598,0.01748,0.01199,0.03362,0.09257,,,,,,,7.878,0.148,0.151,4528,177,179,0.505,0.080,0.091,6.6377,1.0217,1.0375,0.323,0.696,0.788,235.2523,nan,217.9046,,,1735.4751231,9.618,0.598,0.0005379366894115694
WDWD Gaia EDR3 2679752588442464768,2679752588442464768,329.0099329,-1.6416322,-54.806,0.112,-50.317,0.120,9.823,0.124,17.6295,1671.58,2.01,17.7485,1086.50,11.88,17.4737,812.21,13.84,18.1045,17.6833,17.6905,17.7832,17.9079,0.0147,0.0057,0.0065,0.0075,0.0198,18.0167,18.0768,17.6438,17.6772,17.7768,18.0138,0.0108,0.0464,0.0057,0.0054,0.0109,0.0097,17.67880,17.69820,17.79610,17.90900,18.01270,0.00586,0.00353,0.00326,0.00776,0.02075,,,,,,,8.115,0.038,0.038,9610,115,117,0.669,0.017,0.017,0.8209,0.0089,0.0133,2.658,0.166,0.251,1.4751,0.2109,0.1092,DA,this work,2679765511998843520,328.9392662,-1.5823588,-54.592,0.111,-49.850,0.114,9.680,0.113,17.7308,1522.77,2.17,17.8573,982.83,11.40,17.5926,727.99,13.62,18.1994,17.8198,17.7933,17.8572,17.9648,0.0153,0.0058,0.0063,0.0081,0.0204,18.2744,18.2380,17.7836,17.7863,17.8883,18.0805,0.0109,0.0142,0.0076,0.0051,0.0097,0.0546,17.80170,17.80000,17.87490,17.98640,18.05930,0.00583,0.00291,0.00455,0.00650,0.03387,,,,,,,8.063,0.038,0.038,9083,110,115,0.635,0.018,0.018,0.8798,0.0101,0.0104,2.118,0.316,0.576,2.1133,1.4024,0.3951,DA,this work,34068.4145101,9.744,0.083,0.019122172819947925
WDWD Gaia EDR3 2689069472018944896,2689069472018944256,317.1026145,-0.6927965,3.351,0.418,-21.753,0.362,5.834,0.391,19.6501,259.97,0.90,19.7108,178.28,11.73,19.4239,134.77,7.17,20.3143,19.8622,19.6793,19.6833,19.6112,0.0483,0.0149,0.0166,0.0213,0.0636,,,19.8271,19.6622,19.7767,,,,0.0068,0.0101,0.0270,,19.82440,19.67380,19.66380,19.68440,19.62000,0.01055,0.00970,0.00978,0.02413,0.04752,,,,,,,8.173,0.045,0.046,7497,142,148,0.701,0.030,0.030,1.7219,0.0456,0.0557,2.934,0.200,0.246,2.2118,0.1482,0.1019,,,2689069472018944896,317.0985570,-0.6919983,3.188,0.163,-22.042,0.140,5.938,0.161,18.2896,910.11,1.41,18.3081,648.88,14.79,18.2747,388.41,8.88,18.7198,18.2951,18.3854,18.5253,18.6720,0.0180,0.0068,0.0082,0.0106,0.0307,18.7997,18.6819,18.2684,18.3716,18.5627,18.7375,0.0400,0.0583,0.0077,0.0084,0.0082,0.0135,18.28870,18.38020,18.54820,18.70990,18.75540,0.00501,0.00528,0.00553,0.02217,0.02500,,,,,,,8.039,0.038,0.038,10501,204,205,0.625,0.023,0.023,0.5884,0.0069,0.0068,1.866,0.475,0.657,2.1140,4.3892,0.5890,,,2513.3432325,5.923,0.149,0.00012130754196759423
WDWD Gaia EDR3 2689364416012661760,2689364416012661760,320.2406891,-0.3030137,33.411,0.214,-14.546,0.137,7.608,0.206,18.2683,928.16,1.17,18.4140,588.57,8.38,18.1416,439.06,8.69,18.7987,18.3578,18.3404,18.3822,18.5109,0.0183,0.0070,0.0081,0.0095,0.0287,18.7339,18.6779,18.2386,18.2946,18.3454,18.6010,0.0271,0.0267,0.0234,0.0189,0.0507,0.0520,18.34980,18.33610,18.39820,18.48720,18.58460,0.00384,0.00482,0.00341,0.00721,0.03295,,,,,,,8.037,0.044,0.042,8811,161,159,0.619,0.027,0.026,0.9172,0.0143,0.0157,1.596,0.701,0.515,3.2795,6.3079,1.3762,DA,2011ApJ...730..128T,2689364416016533248,320.2406923,-0.3021701,34.120,0.493,-15.099,0.299,8.143,0.481,19.5343,289.21,0.75,19.9089,148.55,11.84,19.1459,174.10,13.56,20.5831,19.8737,19.5312,19.3805,19.3027,0.0531,0.0149,0.0143,0.0164,0.0523,,,,,,,,,,,,,19.79590,19.51280,19.37690,19.35780,19.35380,0.01953,0.01038,0.01054,0.01404,0.01466,,,,,,,7.992,0.038,0.038,6179,75,80,0.584,0.023,0.024,2.1421,0.0645,0.0643,1.008,0.271,0.205,13.2472,13.3040,6.2337,,,394.8809970,7.691,0.189,2.1922676980826197e-06
