System_Name,source_id_1,ra_1,dec_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,parallax_1,parallax_error_1,phot_g_mean_mag_1,phot_g_mean_flux_1,phot_g_mean_flux_error_1,phot_bp_mean_mag_1,phot_bp_mean_flux_1,phot_bp_mean_flux_error_1,phot_rp_mean_mag_1,phot_rp_mean_flux_1,phot_rp_mean_flux_error_1,u_sdss_1,g_sdss_1,r_sdss_1,i_sdss_1,z_sdss_1,e_u_sdss_1,e_g_sdss_1,e_r_sdss_1,e_i_sdss_1,e_z_sdss_1,u_smap_1,v_smap_1,g_smap_1,r_smap_1,i_smap_1,z_smap_1,e_u_smap_1,e_v_smap_1,e_g_smap_1,e_r_smap_1,e_i_smap_1,e_z_smap_1,g_pstarr_1,r_pstarr_1,i_pstarr_1,z_pstarr_1,y_pstarr_1,e_g_pstarr_1,e_r_pstarr_1,e_i_pstarr_1,e_z_pstarr_1,e_y_pstarr_1,j_tmass_1,h_tmass_1,ks_tmass_1,e_j_tmass_1,e_h_tmass_1,e_ks_tmass_1,LoggH_1,e_LoggH_upper_1,e_LoggH_lower_1,TeffH_1,e_TeffH_upper_1,e_TeffH_lower_1,MassH_1,e_MassH_upper_1,e_MassH_lower_1,cool_ageH_1,e_cool_ageH_upper_1,e_cool_ageH_lower_1,init_mass_1,e_init_mass_upper_1,e_init_mass_lower_1,tot_age_1,e_tot_age_upper_1,e_tot_age_lower_1,sp_type_1,sp_type_source_1,source_id_2,ra_2,dec_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,parallax_2,parallax_error_2,phot_g_mean_mag_2,phot_g_mean_flux_2,phot_g_mean_flux_error_2,phot_bp_mean_mag_2,phot_bp_mean_flux_2,phot_bp_mean_flux_error_2,phot_rp_mean_mag_2,phot_rp_mean_flux_2,phot_rp_mean_flux_error_2,u_sdss_2,g_sdss_2,r_sdss_2,i_sdss_2,z_sdss_2,e_u_sdss_2,e_g_sdss_2,e_r_sdss_2,e_i_sdss_2,e_z_sdss_2,u_smap_2,v_smap_2,g_smap_2,r_smap_2,i_smap_2,z_smap_2,e_u_smap_2,e_v_smap_2,e_g_smap_2,e_r_smap_2,e_i_smap_2,e_z_smap_2,g_pstarr_2,r_pstarr_2,i_pstarr_2,z_pstarr_2,y_pstarr_2,e_g_pstarr_2,e_r_pstarr_2,e_i_pstarr_2,e_z_pstarr_2,e_y_pstarr_2,j_tmass_2,h_tmass_2,ks_tmass_2,e_j_tmass_2,e_h_tmass_2,e_ks_tmass_2,LoggH_2,e_LoggH_upper_2,e_LoggH_lower_2,TeffH_2,e_TeffH_upper_2,e_TeffH_lower_2,MassH_2,e_MassH_upper_2,e_MassH_lower_2,cool_ageH_2,e_cool_ageH_upper_2,e_cool_ageH_lower_2,init_mass_2,e_init_mass_upper_2,e_init_mass_lower_2,tot_age_2,e_tot_age_upper_2,e_tot_age_lower_2,sp_type_2,sp_type_source_2,sep_AU,wtd_par,e_wtd_par,R_chance_align
WDWD Gaia EDR3 2490455242060072064,2490455242060751360,36.1812965,-2.7149470,359.925,0.341,92.780,0.249,13.540,0.284,19.0940,433.85,1.21,19.5803,201.05,10.52,18.5313,306.64,7.47,21.3966,19.6828,19.0757,18.8684,18.7583,0.1301,0.0143,0.0127,0.0139,0.0393,,,19.4669,19.0233,18.8151,18.7949,,,0.0122,0.0255,0.0183,0.0691,19.57620,19.05220,18.81990,18.79200,18.76390,0.01576,0.00629,0.00299,0.01679,0.02261,,,,,,,8.030,0.038,0.038,5177,62,62,0.600,0.021,0.020,5.1586,0.1725,0.1545,1.181,0.506,0.210,11.5456,6.3018,4.3953,DA,2020ApJ...898...84K,2490455242060072064,36.1825989,-2.7156982,358.466,0.316,89.655,0.229,13.411,0.274,19.0326,459.09,1.18,19.5073,215.03,11.47,18.4131,341.91,10.76,21.5167,19.6976,19.0184,18.7631,18.7006,0.1423,0.0144,0.0123,0.0129,0.0373,,,,,,,,,,,,,,18.99980,18.72820,,,,0.01450,0.02972,,,,,,,,,7.823,0.043,0.041,4966,60,60,0.478,0.024,0.023,3.8344,0.1749,0.1966,0.084,0.204,0.201,nan,nan,nan,DA,2020ApJ...898...84K,401.3979509,13.473,0.197,2.423460951419974e-11
WDWD Gaia EDR3 2499301496005474048,2499301496005474048,41.1837445,1.2208112,32.722,0.534,0.287,0.411,2.695,0.394,19.3986,327.71,1.22,19.4704,222.46,8.57,19.3438,145.10,6.99,19.5288,19.4123,19.5413,19.6618,19.8291,0.0282,0.0112,0.0141,0.0188,0.0625,,,,,,,,,,,,,19.36870,19.48680,19.64750,19.82410,19.90880,0.01520,0.00995,0.00953,0.01551,0.03403,,,,,,,7.911,0.192,0.160,11867,1331,1644,0.555,0.103,0.096,0.3558,0.0504,0.0350,0.755,1.749,0.837,30.4403,nan,29.3120,,,2499301496005547264,41.1823944,1.2201118,32.436,0.589,0.150,0.503,3.199,0.548,19.8603,214.21,0.98,19.8765,153.05,16.38,19.6757,106.88,7.76,20.3572,19.9643,19.9236,19.9849,20.0086,0.0474,0.0153,0.0177,0.0234,0.0728,,,19.8969,19.9181,,,,,0.0150,0.0454,,,19.90590,19.89890,19.97870,20.09080,20.10140,0.01219,0.00921,0.01139,0.02951,0.02655,,,,,,,7.623,0.206,0.201,8887,676,761,0.402,0.084,0.099,0.5464,0.0250,0.0265,-0.574,0.729,0.861,nan,nan,nan,DA,2013ApJS..204....5K,1909.0546825,2.867,0.320,7.071080264046161e-05
WDWD Gaia EDR3 2501256839996606464,2501256839996606464,36.8879169,0.8667395,-3.482,0.439,-6.009,0.462,3.783,0.460,19.6364,263.27,1.22,19.7474,172.37,8.76,19.5810,116.62,7.84,20.1532,19.6641,19.7189,19.8013,20.1032,0.0425,0.0134,0.0167,0.0234,0.0987,,,19.6563,19.6990,19.9489,,,,0.0080,0.0113,0.0359,,19.63660,19.71060,19.84460,19.94240,19.96600,0.01440,0.01550,0.01380,0.03181,0.04161,,,,,,,8.123,0.143,0.135,9836,621,695,0.675,0.088,0.088,0.7807,0.0311,0.0326,2.725,0.577,1.690,1.3890,9.5205,0.2631,DA,2013ApJS..204....5K,2501256839996606592,36.8881471,0.8648921,-2.327,0.510,-6.384,0.550,3.521,0.461,19.8300,220.27,1.04,20.0413,131.49,10.00,19.6342,111.04,11.16,20.3220,19.8929,19.8775,20.0587,20.1950,0.0477,0.0154,0.0184,0.0287,0.1076,,,19.8808,19.8196,19.9084,,,,0.0151,0.0301,0.0372,,19.81830,19.89230,19.99210,20.09980,20.03290,0.01671,0.01266,0.01236,0.02809,0.26107,,,,,,,8.103,0.158,0.154,9243,602,695,0.661,0.096,0.100,0.8913,0.0445,0.0513,2.548,0.724,1.741,1.6292,23.3614,0.3847,DA,2013ApJS..204....5K,1835.0603572,3.652,0.326,0.0029341875138681832
WDWD Gaia EDR3 2512937604853414528,2512937609148915840,28.4299645,4.4261304,55.417,0.917,64.393,0.730,5.937,0.959,20.3096,141.62,0.96,20.5357,83.40,8.19,19.8200,93.57,6.73,21.3685,20.7406,20.3747,20.2232,20.2501,0.1081,0.0280,0.0270,0.0315,0.1177,,,,,,,,,,,,,20.57360,20.31980,20.14600,20.19600,19.92430,0.01548,0.01604,0.01736,0.01779,0.15267,,,,,,,8.035,0.047,0.046,6198,97,97,0.610,0.029,0.029,2.2802,0.0822,0.0864,1.336,0.851,0.352,6.5008,7.8811,3.0895,DA,2019MNRAS.482.4570G,2512937604853414528,28.4287936,4.4221942,55.773,0.102,64.587,0.080,5.414,0.093,17.0258,2914.84,3.24,16.9956,2173.50,21.71,17.0857,1161.12,11.93,17.2121,16.8963,17.1163,17.3794,17.5937,0.0093,0.0042,0.0050,0.0063,0.0159,,,,,,,,,,,,,16.92400,17.17880,17.39700,17.60840,17.76470,0.00537,0.00344,0.00310,0.00981,0.00737,,,,,,,7.474,0.038,0.038,14434,378,390,0.364,0.014,0.015,0.0965,0.0047,0.0046,-0.901,0.123,0.127,nan,nan,nan,,,2727.5290140,5.419,0.093,1.3116263794284142e-08
WDWD Gaia EDR3 251747897443370624,251747794368304896,59.2376134,52.2285303,39.435,0.260,-171.191,0.283,10.937,0.248,19.2152,388.02,1.06,19.4095,235.29,14.47,18.4791,321.74,15.94,20.0145,18.8871,18.4174,18.2509,18.2736,0.0530,0.0106,0.0095,0.0116,0.0348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.948,0.046,0.047,5895,76,82,0.556,0.027,0.028,2.2616,0.0843,0.0919,0.769,0.236,0.241,30.6558,55.8983,17.1545,,,251747897443370624,59.2383243,52.2286519,37.653,0.277,-175.117,0.283,11.641,0.258,19.1762,402.23,1.03,19.3313,252.87,15.90,18.4507,330.27,16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.901,0.214,0.203,5422,301,343,0.526,0.115,0.125,2.7224,0.2353,0.7246,0.504,1.728,1.084,96.6516,nan,92.8632,,,144.3408574,11.276,0.179,1.1721693197118814e-07
WDWD Gaia EDR3 2521588704074851200,2521588704074851200,33.8261156,8.2508563,-57.024,0.839,-8.582,0.656,5.967,0.572,19.9957,189.10,1.17,19.7700,168.81,16.59,19.3578,143.23,11.62,,,,,,,,,,,,,,,,,,,,,,,19.88880,19.89590,19.96960,19.96440,19.69170,0.03601,0.03971,0.03374,0.06301,0.24855,,,,,,,8.463,0.210,0.200,8403,823,1022,0.893,0.140,0.127,2.3325,0.3973,0.1804,4.073,1.931,0.753,2.5266,0.4239,0.2167,,,2521588704075142656,33.8259669,8.2503937,-56.704,0.942,-9.147,0.685,5.336,0.745,20.0846,174.23,1.21,19.2620,269.53,141.38,19.8172,93.82,7.89,,,,,,,,,,,,,,,,,,,,,,,20.35470,20.05200,20.07920,20.04080,19.67180,0.00000,0.17782,0.05037,0.05426,0.16562,,,,,,,8.197,0.344,0.315,6916,954,1252,0.715,0.212,0.209,2.3032,0.4082,0.4822,3.039,1.552,2.708,2.7445,194.3322,0.5675,,,304.8845771,5.733,0.454,2.4569598865982813e-08
WDWD Gaia EDR3 2524607924349977728,2524590400883303808,13.6249904,-6.1002454,-6.653,0.722,-13.230,0.824,4.543,0.746,20.3448,137.10,0.69,20.5499,82.31,5.80,20.1749,67.48,6.44,20.5576,20.3170,20.4247,20.5374,20.6512,0.0668,0.0229,0.0296,0.0415,0.1479,,,,,,,,,,,,,20.34890,20.39080,20.53050,20.56180,,0.02150,0.01414,0.01258,0.06636,,,,,,,,8.844,0.123,0.122,10333,737,932,1.122,0.067,0.060,2.4221,0.2156,0.1327,6.883,0.667,0.592,2.4767,0.2160,0.1330,,,2524607924349977728,13.4627382,-5.9581106,-6.712,0.361,-12.579,0.355,4.515,0.339,19.1221,422.77,0.90,19.1557,297.27,6.50,19.1649,171.09,6.66,19.4492,19.0426,19.2752,19.4398,19.6851,0.0378,0.0114,0.0152,0.0224,0.1079,,,,,19.4860,,,,,,0.0246,,19.03850,19.22600,19.44210,19.62370,19.65590,0.00995,0.01211,0.01122,0.01421,0.06641,,,,,,,8.465,0.086,0.070,12472,839,986,0.900,0.057,0.046,0.7156,0.0613,0.0426,4.188,0.893,0.457,0.8956,0.0900,0.0815,,,171272.1628419,4.520,0.308,2.852569857886013
WDWD Gaia EDR3 2531607041711068416,2531607037415360896,18.1608413,-3.2845418,-55.044,0.680,-44.886,0.642,3.827,0.632,20.2236,153.29,0.89,20.3635,97.73,8.72,19.8425,91.66,14.11,20.9171,20.3829,20.2782,20.2282,20.1755,0.0759,0.0236,0.0252,0.0331,0.1147,,,,,,,,,,,,,20.29810,20.10410,20.20640,19.99590,19.18860,0.02391,0.03098,0.02226,0.05951,0.15278,,,,,,,7.962,0.151,0.156,7163,384,454,0.570,0.085,0.096,1.3986,0.0980,0.1275,0.885,1.576,0.837,18.9989,nan,16.7862,,,2531607041711068416,18.1612326,-3.2841512,-54.513,0.685,-45.721,0.761,4.905,0.582,20.2217,153.55,0.76,20.3249,101.26,8.17,19.9788,80.84,8.37,21.2292,20.4857,20.2245,20.1961,20.0513,0.0997,0.0261,0.0248,0.0329,0.1052,,,,,,,,,,,,,20.46250,20.11420,20.13430,19.95860,,0.01619,0.04635,0.01434,0.03072,,,,,,,,7.750,0.141,0.143,6568,280,322,0.453,0.068,0.077,1.3277,0.0755,0.0933,-0.133,0.587,0.665,nan,nan,nan,,,450.9514314,4.410,0.428,2.454123361924308e-11
WDWD Gaia EDR3 2540716216374137984,2540822937721559808,7.1612804,-2.4935829,-110.928,0.553,122.362,0.383,15.178,0.416,19.3691,336.76,0.75,19.9334,145.23,8.59,18.6443,276.33,7.84,21.8205,20.2730,19.3269,18.9841,18.8717,0.1818,0.0240,0.0156,0.0148,0.0465,,,,,,18.8876,,,,,,0.0193,20.12490,19.31550,18.99300,18.83780,18.73630,0.01028,0.00937,0.00430,0.01082,0.02605,,,,,,,7.822,0.039,0.038,4526,54,54,0.474,0.021,0.021,5.9970,0.2897,0.3227,0.055,0.181,0.182,nan,nan,nan,,,2540716216374137984,7.2004149,-2.5522007,-112.538,0.308,122.513,0.259,14.047,0.276,19.0501,451.76,0.86,19.5687,203.21,6.98,18.4029,345.13,6.11,21.5599,19.8197,19.0292,18.7092,18.5881,0.1144,0.0140,0.0112,0.0116,0.0299,,,,,,,,,,,,,19.70770,19.02430,18.73520,18.63800,18.61330,0.00972,0.00942,0.00986,0.01174,0.02182,,,,,,,7.819,0.038,0.038,4810,58,58,0.474,0.018,0.019,4.6791,0.2410,0.2499,0.054,0.159,0.162,nan,nan,nan,,,17623.7840045,14.393,0.230,0.9293731827476686
WDWD Gaia EDR3 2543653978300417024,2543654008364462848,7.3552706,0.2665330,-28.884,0.405,-16.718,0.355,5.476,0.425,19.5377,288.33,0.80,19.6497,188.59,5.76,19.4210,135.13,6.88,19.8901,19.6021,19.6020,19.6285,19.9392,0.0372,0.0126,0.0152,0.0199,0.0952,,,19.5759,19.6300,19.7623,,,,0.0261,0.0246,0.0182,,19.53970,19.57240,19.72600,19.89580,19.77320,0.01217,0.00927,0.00326,0.02367,0.06950,,,,,,,8.683,0.054,0.052,9661,295,311,1.032,0.032,0.030,2.3888,0.0344,0.0315,5.993,0.321,0.428,2.4632,0.0373,0.0326,DC,2015ApJ...815...63A,2543653978300417024,7.3566606,0.2645687,-28.943,0.212,-17.550,0.170,6.241,0.214,18.4662,773.54,1.20,18.5416,523.32,8.73,18.3824,351.73,7.46,18.9048,18.4704,18.5425,18.6047,18.8840,0.0209,0.0071,0.0089,0.0107,0.0409,18.9512,18.8086,18.4475,18.5191,18.6713,18.8454,0.0165,0.1008,0.0134,0.0141,0.0244,0.0218,18.48530,18.54140,18.67290,18.84070,18.94520,0.00773,0.00325,0.01655,0.01607,0.02369,,,,,,,8.093,0.046,0.044,9856,206,214,0.656,0.029,0.028,0.7441,0.0109,0.0108,2.473,0.346,0.502,1.5454,0.5599,0.2534,DA,2011ApJ...730..128T,1423.2263146,6.087,0.191,8.569752212629485e-05
WDWD Gaia EDR3 2564851394251630848,2564851394251630848,23.0551698,5.4418263,58.424,0.058,-151.399,0.036,9.767,0.052,16.2955,5711.51,4.32,16.2682,4247.60,12.90,16.4017,2180.03,8.46,16.5522,16.1446,16.4257,16.6748,16.8963,0.0068,0.0036,0.0038,0.0047,0.0104,,,,,,,,,,,,,16.19940,16.43730,16.68840,16.93140,17.03920,0.01229,0.00337,0.00194,0.00540,0.01278,16.489,16.092,15.711,0.131,0.000,0.000,7.876,0.038,0.038,14141,213,215,0.542,0.011,0.011,0.1996,0.0038,0.0039,0.644,0.100,0.100,50.9803,26.7384,19.0928,DA,1999ApJS..121....1M,2564945432560219008,23.0954449,5.4896283,58.679,0.194,-151.684,0.100,9.818,0.146,18.2079,981.24,1.28,18.4069,592.45,7.47,17.9127,542.08,8.91,18.9612,18.3760,18.2330,18.2123,18.2299,0.0230,0.0073,0.0076,0.0096,0.0253,,,,,,,,,,,,,18.36270,18.25140,18.23530,18.29530,18.36000,0.00375,0.00447,0.00540,0.00519,0.02613,,,,,,,7.885,0.038,0.038,7254,87,87,0.526,0.014,0.016,1.2231,0.0206,0.0213,0.506,0.124,0.135,94.2833,96.8807,38.4290,DAZ:,2015MNRAS.446.4078K,22982.4816993,9.773,0.049,0.0002577928426082977
WDWD Gaia EDR3 2572183448886883456,2572183448886883456,27.1367819,9.1557531,69.593,1.093,-72.795,0.939,6.666,0.843,20.2676,147.20,0.96,20.5572,81.76,8.97,19.7069,103.85,8.49,21.5247,20.7435,20.3230,20.1830,20.1228,0.1676,0.0304,0.0340,0.0365,0.1402,,,,,,,,,,,,,20.49440,20.16550,20.15370,20.15580,19.79610,0.04960,0.03002,0.01925,0.01511,0.10858,,,,,,,8.221,0.102,0.098,6036,206,220,0.728,0.067,0.066,3.9120,0.5075,0.3493,3.118,0.346,0.556,4.3224,0.5963,0.3657,,,2572183448888031488,27.1368436,9.1552378,66.863,0.913,-70.874,0.715,6.685,0.746,20.3154,140.86,1.04,20.5816,79.94,5.37,19.6623,108.20,7.77,22.1896,20.7835,20.3163,20.1516,20.0601,0.3010,0.0315,0.0338,0.0357,0.1325,,,,,,,,,,,,,20.63080,20.32700,20.17610,20.10750,19.77320,0.12142,0.04840,0.00978,0.02924,0.12169,,,,,,,7.978,0.112,0.115,5513,176,190,0.572,0.066,0.072,2.9599,0.2645,0.5410,0.901,1.256,0.625,19.4159,525.3987,15.2872,,,279.7638805,6.677,0.559,8.453028810352391e-12
WDWD Gaia EDR3 2575593347976567424,2575593343682695936,27.8229503,12.6848550,98.577,0.573,-71.234,0.480,11.362,0.445,19.7756,231.58,1.07,20.2978,103.83,9.55,19.1780,169.03,15.40,22.0568,20.3376,19.7782,19.5773,19.6214,0.1888,0.0237,0.0200,0.0228,0.0906,,,,,,,,,,,,,20.18510,19.74320,19.56250,19.51290,19.31880,0.04242,0.01655,0.01667,0.01899,0.09520,,,,,,,8.263,0.045,0.046,5291,71,76,0.751,0.031,0.031,7.0749,0.1272,0.1245,3.243,0.167,0.167,7.4406,0.1412,0.1345,,,2575593347976567424,27.8223269,12.6847248,103.307,0.483,-73.453,0.444,10.774,0.406,19.6814,252.58,0.95,20.2024,113.36,12.72,18.9906,200.87,10.39,23.5510,20.5523,19.7588,19.4892,19.3938,0.6314,0.0277,0.0196,0.0211,0.0728,,,,,,,,,,,,,20.33750,19.62020,19.35520,19.21660,19.22240,0.02379,0.02029,0.01547,0.02806,0.03127,,,,,,,7.781,0.052,0.046,4690,59,56,0.453,0.027,0.025,4.7951,0.3292,0.3356,-0.129,0.236,0.216,nan,nan,nan,,,202.7840030,11.041,0.300,6.127925723210347e-09
WDWD Gaia EDR3 2576089944980543872,2576089944980543872,16.8215415,5.1961732,-55.246,0.291,-77.183,0.194,6.003,0.249,18.6729,639.45,1.17,18.7208,443.71,9.05,18.5914,290.14,6.30,18.8793,18.6683,18.7712,18.8801,19.0274,0.0228,0.0080,0.0099,0.0129,0.0510,,,,,,,,,,,,,18.67190,18.76770,18.90080,19.05520,19.21710,0.00716,0.00771,0.00684,0.02241,0.04483,,,,,,,8.388,0.070,0.062,10845,434,457,0.848,0.047,0.041,0.9136,0.0181,0.0176,3.699,0.399,0.181,1.1655,0.0417,0.0634,,,2576090322937667584,16.8327181,5.1993254,-56.256,0.940,-76.889,0.757,6.539,0.775,20.2216,153.56,0.79,20.5357,83.39,6.34,19.7691,98.06,7.83,21.2628,20.5413,20.2211,20.0524,19.7270,0.1131,0.0239,0.0249,0.0286,0.0905,,,,,,,,,,,,,20.44060,20.21890,20.08350,20.02470,19.99580,0.01996,0.01180,0.01218,0.02531,0.06222,,,,,,,8.085,0.066,0.061,6123,136,135,0.641,0.041,0.039,2.6093,0.1894,0.2674,2.218,0.583,1.010,3.6970,4.8312,0.5938,,,6880.0133899,6.053,0.237,0.0034605968922392827
WDWD Gaia EDR3 257617262317166848,257617262317166848,68.7340781,48.3637849,-36.583,0.249,5.401,0.185,7.090,0.210,18.8666,534.94,1.00,19.0488,328.00,6.91,18.6208,282.38,5.15,,,,,,,,,,,,,,,,,,,,,,,19.01580,18.89780,18.91980,18.99370,19.05040,0.00899,0.01255,0.00453,0.01033,0.03959,,,,,,,8.005,0.072,0.072,7680,230,239,0.597,0.043,0.044,1.2462,0.0352,0.0383,1.137,1.066,0.403,8.4958,25.8798,6.1417,,,257617262310835072,68.7262242,48.3604021,-34.939,0.630,4.588,0.456,6.973,0.580,20.1440,164.95,0.67,20.4309,91.84,7.45,19.6875,105.72,4.53,,,,,,,,,,,,,,,,,,,,,,,20.66620,20.23350,19.89290,19.87270,19.75700,0.02845,0.01246,0.04040,0.02436,0.02776,,,,,,,7.833,0.078,0.081,5256,113,122,0.486,0.042,0.046,2.7899,0.0914,0.1174,0.159,0.364,0.403,1678.9349,nan,1590.1223,,,3163.8404013,7.076,0.197,0.006407551450610516
WDWD Gaia EDR3 2588702614661788544,2588705603959040896,24.7958554,14.8095095,-20.590,0.507,-41.238,0.311,5.687,0.342,19.5352,288.99,1.00,19.6765,184.00,10.06,19.2469,158.64,12.64,19.9713,19.6478,19.5926,19.5961,19.8424,0.0362,0.0143,0.0161,0.0228,0.0968,,,,,,,,,,,,,19.63490,19.61860,19.66700,19.67960,19.61530,0.01049,0.01185,0.01298,0.04229,0.06755,,,,,,,8.406,0.070,0.071,8524,283,311,0.856,0.047,0.047,1.9945,0.1636,0.1344,3.736,0.490,0.211,2.2395,0.1691,0.1512,,,2588702614661788544,24.7944894,14.7905605,-20.312,0.470,-42.051,0.290,6.283,0.340,19.4470,313.45,1.08,19.6642,186.10,9.23,19.2608,156.62,14.17,19.9319,19.5564,19.5162,19.5434,19.6261,0.0347,0.0134,0.0152,0.0217,0.0802,,,,,,,,,,,,,19.57410,19.50480,19.57980,19.64280,19.68820,0.01526,0.00948,0.01046,0.02343,0.03783,,,,,,,8.353,0.067,0.066,8473,267,282,0.820,0.045,0.044,1.7506,0.1101,0.1427,3.570,0.213,0.194,2.0282,0.1197,0.1486,DA,2013ApJS..204....5K,11421.4697980,5.987,0.241,0.03637949119980104
WDWD Gaia EDR3 2595026769320926976,2595026769321400960,338.2476308,-16.8025558,37.519,0.877,-219.941,1.009,5.382,0.980,20.2924,143.87,1.41,19.6998,180.10,11.23,19.0117,197.01,4.75,,,,,,,,,,,,,19.8256,19.6208,19.3712,,,,0.0154,0.0124,0.0206,,,,,,,,,,,,,,,,,,7.725,0.411,0.452,6051,626,1038,0.437,0.173,0.265,1.5741,0.2151,0.4726,-0.265,1.612,2.299,nan,nan,nan,,,2595026769320926976,338.2473704,-16.8025575,39.320,1.202,-222.974,1.676,6.295,0.823,20.1709,160.91,1.46,19.7529,171.49,19.06,19.1848,167.97,13.10,,,,,,,,,,,,,19.8256,19.6208,19.3712,,,,0.0154,0.0124,0.0206,,19.99110,19.72000,19.52960,19.62530,19.54520,0.01906,0.03342,0.01775,0.03202,0.07196,,,,,,,7.707,0.228,0.215,6129,408,472,0.429,0.103,0.115,1.4917,0.1104,0.1493,-0.336,0.891,1.002,nan,nan,nan,,,151.6877105,5.917,0.630,0.0009300272345399867
WDWD Gaia EDR3 2595632806386369152,2595632806386369152,336.3452289,-16.6782316,84.101,0.746,-133.527,0.562,11.112,0.658,20.0954,172.50,0.79,20.6434,75.52,6.16,19.4613,130.20,10.21,,,,,,,,,,,,,,,,,,,,,,,20.86850,20.04690,19.68370,19.58370,19.34360,0.01756,0.01479,0.00794,0.01827,0.08233,,,,,,,7.875,0.101,0.098,4428,124,122,0.503,0.056,0.058,6.9702,0.7326,0.5628,0.307,0.484,0.503,323.3514,nan,290.6715,,,2595632978185061120,336.3396502,-16.6672945,84.103,0.674,-131.735,0.543,11.158,0.650,20.1980,156.94,0.73,20.7118,70.91,6.62,19.4843,127.48,9.16,,,,,,,,,,,,,,20.2091,,,,,,0.0136,,,21.02350,20.19670,19.80290,19.59960,19.53020,0.02761,0.02968,0.01281,0.03846,0.08256,,,,,,,7.866,0.107,0.103,4308,135,129,0.498,0.059,0.060,7.2769,0.7660,0.5703,0.261,0.509,0.523,654.1950,nan,618.6680,,,3935.6157212,11.135,0.463,1.7972772597365616e-06
WDWD Gaia EDR3 2597335670724803712,2597335636365064704,341.4996246,-14.1150805,-15.229,0.487,-15.662,0.433,3.669,0.399,19.5015,298.08,1.29,19.5897,199.31,12.72,19.3228,147.93,10.88,,,,,,,,,,,,,,19.5637,,,,,,0.0240,,,19.52850,19.57490,19.63440,19.75350,19.88580,0.01376,0.01029,0.01572,0.03055,0.03539,,,,,,,7.757,0.178,0.183,9339,658,782,0.466,0.084,0.100,0.5608,0.0193,0.0209,-0.019,0.725,0.865,nan,nan,nan,,,2597335670724803712,341.5018702,-14.1128387,-14.637,0.407,-16.241,0.350,3.215,0.314,19.3096,355.71,1.32,19.4193,233.17,11.41,19.1646,171.12,10.60,,,,,,,,,,,,,,,,,,,,,,,19.32050,19.37980,19.50440,19.61770,19.65830,0.01168,0.00656,0.00816,0.02554,0.06749,,,,,,,7.667,0.187,0.189,9488,688,861,0.424,0.080,0.096,0.4804,0.0181,0.0187,-0.385,0.695,0.836,nan,nan,nan,,,3320.0361795,3.389,0.247,0.006619840206565513
WDWD Gaia EDR3 2598693498865827328,2598693503160804864,334.8632679,-16.0277278,63.205,1.112,-0.034,1.072,6.240,1.030,20.5938,109.00,0.82,20.9293,58.04,7.19,20.2032,65.75,5.78,,,,,,,,,,,,,21.0249,20.5589,,,,,0.0219,0.0123,,,21.10680,20.56730,20.34950,20.21650,19.81350,0.04859,0.01121,0.01124,0.03920,0.19679,,,,,,,7.976,0.168,0.168,5242,226,261,0.567,0.097,0.106,4.0482,0.6358,0.7096,0.866,1.742,0.924,23.0183,nan,18.2940,,,2598693498865827328,334.8649881,-16.0264721,63.328,0.565,-0.313,0.589,6.465,0.526,19.8408,218.08,0.84,20.1777,115.97,9.55,19.5827,116.43,6.09,,,,,,,,,,,,,20.0913,19.9442,19.7736,19.6447,,,0.0248,0.0169,0.1463,0.0311,20.16050,19.83740,19.73710,19.70660,19.32830,0.02054,0.01361,0.01084,0.02244,0.15979,,,,,,,7.932,0.148,0.138,6092,279,303,0.549,0.083,0.083,2.0246,0.1686,0.2128,0.702,1.345,0.725,40.2269,nan,36.8487,,,1164.4635884,6.418,0.468,1.4666132690386613e-08
WDWD Gaia EDR3 2607475916712247168,2607475916712247168,345.8664643,-7.9179892,42.619,0.164,2.972,0.152,4.531,0.173,18.2605,934.82,1.52,18.2699,672.11,9.19,18.3098,376.04,12.61,18.5338,18.1440,18.3770,18.5757,18.8374,0.0201,0.0065,0.0085,0.0120,0.0413,18.4063,18.5945,18.1590,18.3711,18.6989,18.7163,0.0285,0.0202,0.0074,0.0065,0.0121,0.0138,18.15680,18.38630,18.62500,18.83610,18.96560,0.00546,0.00649,0.00387,0.01474,0.03464,,,,,,,7.978,0.038,0.038,13728,374,392,0.597,0.022,0.022,0.2587,0.0081,0.0087,1.143,0.468,0.213,7.3757,7.6003,4.8235,DA,2015ApJ...815...63A,2607475916712248064,345.8674464,-7.9160930,41.968,0.157,2.762,0.147,4.410,0.168,18.2648,931.14,1.79,18.2959,656.24,10.55,18.3491,362.67,8.60,18.5438,18.1626,18.3726,18.5611,18.8525,0.0202,0.0065,0.0085,0.0118,0.0418,18.5547,,18.1729,18.3622,18.5956,18.8311,0.0410,,0.0086,0.0079,0.0225,0.0243,18.17040,18.39160,18.59970,18.81870,18.91870,0.00736,0.00474,0.00783,0.01286,0.02061,,,,,,,7.917,0.038,0.038,13002,375,381,0.561,0.021,0.021,0.2771,0.0095,0.0109,0.807,0.184,0.181,24.2837,31.9351,12.1994,DA,2015ApJ...815...63A,1716.7862847,4.469,0.121,1.1955449814494071e-05
